2800-HK,1/1/2000,,,,,,,,,,,,,,,,,,,,
Date,RET,RET_L1,RET_L2,RET_L3,RET_L4,RET_L5,RET_L6,RET_L7,RET_L8,RET_L9,RET_L10,RET_L11,RET_L12,RET_L13,RET_L14,RET_L15,RET_L16,RET_L17,RET_L18,RET_L19,RET_L20
3/20/00,0.002919733,0.041797199,-0.024097527,-0.00888899,-0.011730302,-0.028737598,-0.002828898,-0.016807101,0.011173345,0.0056338,0.028655287,0.02353067,0.005970044,-0.020741424,0.020741402,-0.026589385,0.0087848,0.04204825,0.009245132,-0.009245004,-0.009160429
3/21/00,-0.002919658,0.002919733,0.041797199,-0.024097527,-0.00888899,-0.011730302,-0.028737598,-0.002828898,-0.016807101,0.011173345,0.0056338,0.028655287,0.02353067,0.005970044,-0.020741424,0.020741402,-0.026589385,0.0087848,0.04204825,0.009245132,-0.009245004
3/22/00,0.023122405,-0.002919658,0.002919733,0.041797199,-0.024097527,-0.00888899,-0.011730302,-0.028737598,-0.002828898,-0.016807101,0.011173345,0.0056338,0.028655287,0.02353067,0.005970044,-0.020741424,0.020741402,-0.026589385,0.0087848,0.04204825,0.009245132
3/23/00,0.014184621,0.023122405,-0.002919658,0.002919733,0.041797199,-0.024097527,-0.00888899,-0.011730302,-0.028737598,-0.002828898,-0.016807101,0.011173345,0.0056338,0.028655287,0.02353067,0.005970044,-0.020741424,0.020741402,-0.026589385,0.0087848,0.04204825
3/24/00,0,0.014184621,0.023122405,-0.002919658,0.002919733,0.041797199,-0.024097527,-0.00888899,-0.011730302,-0.028737598,-0.002828898,-0.016807101,0.011173345,0.0056338,0.028655287,0.02353067,0.005970044,-0.020741424,0.020741402,-0.026589385,0.0087848
3/27/00,0.033244139,0,0.014184621,0.023122405,-0.002919658,0.002919733,0.041797199,-0.024097527,-0.00888899,-0.011730302,-0.028737598,-0.002828898,-0.016807101,0.011173345,0.0056338,0.028655287,0.02353067,0.005970044,-0.020741424,0.020741402,-0.026589385
3/28/00,0.002721094,0.033244139,0,0.014184621,0.023122405,-0.002919658,0.002919733,0.041797199,-0.024097527,-0.00888899,-0.011730302,-0.028737598,-0.002828898,-0.016807101,0.011173345,0.0056338,0.028655287,0.02353067,0.005970044,-0.020741424,0.020741402
3/29/00,-0.010929005,0.002721094,0.033244139,0,0.014184621,0.023122405,-0.002919658,0.002919733,0.041797199,-0.024097527,-0.00888899,-0.011730302,-0.028737598,-0.002828898,-0.016807101,0.011173345,0.0056338,0.028655287,0.02353067,0.005970044,-0.020741424
3/30/00,-0.027856988,-0.010929005,0.002721094,0.033244139,0,0.014184621,0.023122405,-0.002919658,0.002919733,0.041797199,-0.024097527,-0.00888899,-0.011730302,-0.028737598,-0.002828898,-0.016807101,0.011173345,0.0056338,0.028655287,0.02353067,0.005970044
3/31/00,-0.014224997,-0.027856988,-0.010929005,0.002721094,0.033244139,0,0.014184621,0.023122405,-0.002919658,0.002919733,0.041797199,-0.024097527,-0.00888899,-0.011730302,-0.028737598,-0.002828898,-0.016807101,0.011173345,0.0056338,0.028655287,0.02353067
